name,age,monthly income,ns1,ns2,ns3,city(made-up),nationality,sb,gender,phone,marital status,current employment status,most recent occupation,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills
Jonathan Anderson,33.2,109044.0,b,0,abc,Port Kenneth,San Marino,True,missing,001-833-502-2137,married,freelancer,Health promotion specialist,Excel,PowerBI,1,360.0,Europe,2
Vanessa Hogan,42.452599388379205,7477.0,c,1,abc,Shawnstad,Monaco,True,Other,001-940-840-1053x984,single,missing,Sports therapist,Excel,Tableau,3,539.2338129496403,Europe,2
Mr. Ryan Henry DDS,49.2,24489.0,b,0,missing,East Susanport,India,True,F,(439)059-7192,single,unemployed,Web designer,missing,Tableau,6,169.0,Asia,2
Dr. David Martin,37.0,107015.0,missing,0,abc,North Lauren,Libyan Arab Jamahiriya,False,M,+1-774-962-4075x8689,missing,employed,Theatre director,Excel,missing,3,413.8,Unknown,2
Alyssa Cole,42.452599388379205,108993.0,c,1,missing,Port Seanmouth,Guam,True,missing,001-932-932-2103x234,married,freelancer,Geophysical data processor,missing,missing,6,539.2338129496403,Oceania,2
Carol Jimenez,42.452599388379205,82431.0,a,1,001,West Sean,Svalbard & Jan Mayen Islands,True,F,+1-209-897-6130x87341,married,missing,Hydrologist,Python,R,1,539.2338129496403,Unknown,2
Amy Fisher,42.452599388379205,75717.0,b,0,001,Allenfurt,China,False,missing,(837)949-6997,missing,employed,Solicitor,Excel,PowerBI,5,539.2338129496403,Asia,2
Rachel Williams,42.452599388379205,105987.0,a,1,abc,Lake Sarah,Fiji,True,M,105.336.2305,married,missing,General practice doctor,missing,Tableau,10,539.2338129496403,Oceania,2
Patrick Berry,28.0,134269.0,c,1,002,Lake Susanborough,Kazakhstan,True,Other,001-752-185-8762x565,missing,missing,Higher education careers adviser,Excel,R,4,506.0,Asia,2
Michael Noble,42.452599388379205,56261.0,missing,1,002,Port Kevin,Ukraine,True,M,988.623.6184x2258,missing,missing,Computer games developer,missing,R,7,539.2338129496403,Europe,2
John Kidd,42.452599388379205,89060.0,a,0,003,New Victoriaberg,Cuba,False,missing,354.276.0823x1383,missing,missing,Further education lecturer,missing,Tableau,5,539.2338129496403,North America,2
Steven Potter,42.4,57376.0,missing,0,missing,South Michaelmouth,Honduras,True,missing,001-477-143-9456x148,married,missing,Event organiser,Python,PowerBI,6,412.0,North America,2
Rebecca Howard,49.0,45407.0,missing,1,001,Sheltonton,Armenia,True,missing,3347834165,missing,missing,"Nurse, adult",missing,missing,8,381.0,Asia,2
Steve Patel,42.452599388379205,27277.0,b,0,missing,Natashaburgh,Finland,True,F,144-531-4116x2325,single,missing,Web designer,missing,R,6,539.2338129496403,Europe,2
Julia Benson,18.0,140999.0,missing,0,missing,South Heather,Ukraine,False,missing,864.490.3632x53191,missing,missing,Insurance claims handler,missing,missing,2,864.0,Europe,2
Andrew Miller,35.2,27506.0,b,0,003,Rogerstown,Croatia,True,Other,(737)453-0039x13048,married,missing,"Civil engineer, consulting",missing,R,7,238.0,Europe,2
Kevin Lowe,42.452599388379205,83712.0,a,1,001,Edwardton,Nauru,True,M,(213)814-3404x2584,married,unemployed,Biomedical scientist,missing,Tableau,8,539.2338129496403,Oceania,2
Maria Mitchell,42.452599388379205,65779.0,missing,0,002,Conleyview,Denmark,True,missing,8874352128,married,missing,Child psychotherapist,missing,missing,6,539.2338129496403,Europe,2
Ashley Trujillo,63.0,21400.0,b,0,002,West Steven,Philippines,True,Other,+1-023-688-0320x1367,missing,employed,Metallurgist,Python,missing,8,519.0,Asia,2
Patrick Liu,42.452599388379205,34945.0,c,0,abc,North Jade,Sao Tome and Principe,False,Other,001-187-783-9764,single,unemployed,Armed forces technical officer,Python,PowerBI,3,539.2338129496403,Africa,2
Natasha Perez,25.0,138909.0,missing,1,missing,Port Marissa,Suriname,False,missing,001-605-092-1148x0464,missing,unemployed,"Scientist, forensic",missing,missing,10,109.00000000000006,South America,2
Diana Huffman MD,53.0,54046.0,c,0,missing,Mooreport,Nepal,True,Other,(777)862-4399,missing,unemployed,Chemical engineer,SQL,missing,8,411.2,Asia,2
Kathleen Avila,42.452599388379205,113955.0,missing,0,002,Lake Veronica,Burkina Faso,True,missing,118.982.3627x8214,married,freelancer,"Engineer, mining",Excel,R,3,539.2338129496403,Africa,2
Mark Rogers,36.0,134843.0,missing,0,001,Lake Richard,Malaysia,True,Other,001-448-753-5112x350,missing,missing,Administrator,Excel,missing,8,629.0,Asia,2
Robert Clark,45.0,13449.0,missing,1,003,North Markhaven,Gibraltar,True,missing,001-106-666-8412x722,married,unemployed,Careers adviser,missing,R,9,515.0,Europe,2
Ryan Sanchez,45.0,59164.0,a,1,missing,Murphyshire,Thailand,True,missing,(137)983-9793x85722,married,freelancer,Soil scientist,Python,R,9,531.4,Asia,2
Laura Rose DDS,48.4,112897.0,a,1,missing,Alexisshire,Rwanda,False,F,252-425-8184x777,married,freelancer,"Radiographer, therapeutic",SQL,missing,7,1020.0,Africa,2
Amber Li,43.4,103349.0,missing,1,missing,West Bradleytown,Mozambique,True,missing,935-963-5227,missing,freelancer,Plant breeder/geneticist,missing,missing,5,831.0,Africa,2
Cheryl Thomas,37.2,125179.0,c,1,missing,North Davidchester,Liechtenstein,True,F,001-545-180-9441x7744,married,missing,Exhibition designer,Python,R,4,948.0,Europe,2
Kristen Casey,37.2,132228.0,c,1,001,Karenchester,Guernsey,True,missing,396.505.6249,single,unemployed,"Therapist, speech and language",missing,missing,0,951.0,Europe,2
Kimberly Clark,48.4,84132.0,c,1,001,Markburgh,Kenya,True,Other,560-534-0463,missing,unemployed,"Civil engineer, consulting",Excel,missing,10,701.0,Africa,2
Lauren Woods,46.8,28907.0,b,1,002,Lake Robertostad,Malawi,True,M,865.525.9925x55006,married,missing,Charity fundraiser,missing,PowerBI,0,756.0,Africa,2
Dawn Ware,39.0,130226.0,b,0,abc,Elizabethhaven,Nigeria,True,M,861-860-4299,missing,freelancer,Health and safety adviser,Python,Tableau,6,451.20000000000005,Africa,2
Amy Carroll,39.0,7221.0,c,0,003,Karenville,United Kingdom,False,F,(087)392-6685x1433,missing,unemployed,Magazine features editor,Excel,PowerBI,2,957.0,Europe,2
Alexander Macdonald,42.452599388379205,117561.0,c,0,002,Ericksonbury,Mayotte,True,M,(333)506-8317x527,missing,employed,Animal technologist,Python,Tableau,8,539.2338129496403,Africa,2
William Wilson,50.0,19304.0,a,0,abc,Stewartmouth,Timor-Leste,True,F,001-495-636-4363x601,single,missing,Sports administrator,Excel,R,5,691.8,Unknown,2
David Scott,42.452599388379205,50290.0,missing,1,001,Lake Nicole,Aruba,True,M,001-299-909-5088x93385,married,employed,Community education officer,Excel,missing,8,539.2338129496403,North America,2
Michael Carlson,42.452599388379205,116037.0,missing,1,missing,Davidshire,Mali,False,Other,492-962-0824x223,missing,employed,Archivist,missing,Tableau,2,539.2338129496403,Africa,2
Alyssa Hampton DDS,42.452599388379205,22331.0,b,1,missing,Ryanport,Cocos (Keeling) Islands,False,M,4648176782,single,missing,"Therapist, art",Excel,missing,9,539.2338129496403,Asia,2
William Roach,49.0,40969.0,a,0,abc,Christopherville,Belgium,True,missing,380-374-1537,missing,unemployed,Theatre stage manager,Python,Tableau,4,465.0,Europe,2
Susan Foster,25.0,76298.0,missing,1,003,Lake Cindyview,Djibouti,True,missing,(838)174-4545x467,missing,employed,Operational investment banker,missing,missing,2,741.0,Africa,2
Kimberly Wood,36.8,35234.0,a,0,001,Greenmouth,Puerto Rico,True,M,4684916784,single,missing,Television camera operator,Python,missing,2,878.0,North America,2
Linda Morris,42.452599388379205,70080.0,missing,0,003,South James,Italy,True,missing,3853869362,single,missing,Prison officer,Excel,Tableau,3,539.2338129496403,Europe,2
Amy Griffin,43.2,79005.0,b,0,001,Laramouth,Guam,True,M,554-129-2738,married,freelancer,Data scientist,missing,R,9,683.0,Oceania,2
Casey Harris,42.452599388379205,56228.0,missing,0,002,New Carolyn,Palestinian Territory,True,missing,261-296-1354,married,missing,Tour manager,Python,PowerBI,5,539.2338129496403,Unknown,2
Michael Klein,46.8,143887.0,a,1,abc,Gonzalezville,Peru,True,F,+1-882-483-8586x44935,missing,employed,Licensed conveyancer,Excel,Tableau,8,1032.0,South America,2
Desiree Daugherty,42.452599388379205,27256.0,b,0,002,Curtishaven,Tokelau,True,M,001-569-371-4072,single,missing,Manufacturing engineer,SQL,Tableau,4,539.2338129496403,Oceania,2
Theresa Davis,42.2,76291.0,a,1,002,East Michelleberg,Malaysia,False,missing,272-630-6145x716,married,employed,Jewellery designer,SQL,missing,7,279.0,Asia,2
Amanda Reeves,44.0,59430.0,missing,1,abc,Donaldbury,Mali,True,M,288.008.0600,married,freelancer,Forest/woodland manager,missing,PowerBI,3,384.8,Africa,2
Nicole Miller,27.0,108873.0,missing,1,missing,Reyesmouth,Japan,True,Other,754.698.5447x37199,single,missing,Multimedia programmer,missing,missing,8,569.0,Asia,2
Monica Smith,47.2,41645.0,b,1,001,Jordanmouth,Congo,False,F,042-997-9144x61032,missing,freelancer,Charity fundraiser,Excel,missing,9,815.0,Africa,2
Steve Brown,22.0,121242.0,c,1,003,New Teresamouth,Liberia,True,M,001-524-299-1443x6830,single,unemployed,"Research officer, trade union",missing,missing,6,741.0,Africa,2
Victoria Odonnell,42.452599388379205,61286.0,c,1,003,Smithstad,Costa Rica,True,F,(031)580-7934,married,freelancer,Editorial assistant,missing,missing,8,539.2338129496403,North America,2
Jason Hall,21.0,114899.0,a,0,002,North Dillonmouth,Cayman Islands,True,missing,(499)057-1712x555,missing,missing,Energy manager,missing,missing,5,46.0,North America,2
Kevin Medina,42.452599388379205,11832.0,c,0,002,Smithfort,Armenia,True,Other,(536)508-0098x0530,missing,missing,Analytical chemist,Python,missing,3,539.2338129496403,Asia,2
Angela Henry,24.0,19656.0,a,0,abc,East Christopher,Poland,True,F,3119376543,married,missing,Leisure centre manager,Python,R,9,999.0,Europe,2
Kelsey Warren,41.6,42251.0,a,0,missing,East Debrafurt,Bulgaria,True,F,001-124-134-0332,single,employed,Music therapist,Excel,Tableau,9,1094.0,Europe,2
Zachary Allen,42.452599388379205,57812.0,c,0,missing,Amandahaven,British Virgin Islands,False,Other,001-322-790-9637x186,single,unemployed,Estate manager/land agent,missing,Tableau,1,539.2338129496403,North America,2
Casey Mercer,41.0,108703.0,b,0,003,Catherineland,Norfolk Island,True,F,8002784960,missing,missing,Occupational hygienist,Python,Tableau,8,296.0,Oceania,2
Dawn Hobbs,34.4,50967.0,missing,1,missing,Michaeltown,Cote d'Ivoire,True,F,510.094.6846,single,missing,Wellsite geologist,missing,missing,0,132.0,Unknown,2
Jorge Cardenas,42.452599388379205,32291.0,missing,0,003,Paulfurt,Morocco,True,F,323.264.7287,missing,unemployed,Furniture conservator/restorer,Excel,R,7,539.2338129496403,Africa,2
Scott Stone,34.0,96876.0,b,1,missing,Alexanderland,Azerbaijan,True,M,+1-538-510-6899,missing,missing,"Development worker, international aid",SQL,missing,7,188.0,Asia,2
Stacy Garcia,42.452599388379205,130695.0,a,0,abc,Collierburgh,Sweden,True,M,271-519-9381,single,freelancer,Stage manager,Python,PowerBI,1,539.2338129496403,Europe,2
Victoria Sloan,41.8,148404.0,b,0,missing,New Heidibury,Aruba,True,M,001-617-400-0097,married,missing,IT technical support officer,missing,Tableau,0,749.0,North America,2
Cindy Hunt,39.0,146590.0,b,1,003,South Paul,Korea,False,M,001-931-717-7597x6426,missing,missing,Physiological scientist,missing,missing,2,996.0,Unknown,2
Scott Coleman,41.0,130915.0,a,1,001,Lake Zachary,Bhutan,False,F,001-607-196-0842x963,missing,employed,Special educational needs teacher,missing,PowerBI,4,479.6,Asia,2
Joshua Jones,48.4,147639.0,missing,0,003,Lake Timothy,Luxembourg,True,Other,+1-162-091-7027x8083,missing,employed,Secretary/administrator,Python,missing,7,1019.0,Europe,2
Dean Ortiz,42.452599388379205,30350.0,b,0,missing,South Kristopherport,Tajikistan,True,missing,(351)361-1882x77209,single,missing,Patent attorney,missing,missing,8,539.2338129496403,Asia,2
Stephanie Stevens,42.6,25697.0,missing,1,missing,Johnsonside,Bahamas,False,M,549-838-2061x50228,married,unemployed,Arboriculturist,SQL,Tableau,2,1082.0,North America,2
Mariah Ray,45.0,43765.0,b,0,missing,Lake Bobbyton,Nepal,True,M,(682)966-6413x552,missing,missing,"Education officer, community",Python,R,8,531.4,Asia,2
Julie Anderson,42.452599388379205,114994.0,b,1,002,Barretttown,Armenia,False,missing,661.215.1425,single,employed,Futures trader,missing,PowerBI,4,539.2338129496403,Asia,2
Rachel Martinez,43.2,132293.0,missing,1,002,East Kevintown,Paraguay,True,missing,001-361-661-8562x8794,missing,employed,Medical sales representative,missing,R,3,692.0,South America,2
Leslie Cox,46.6,10303.0,c,1,003,Lake Ryan,Netherlands,True,missing,001-882-025-9328x5002,single,unemployed,"Programme researcher, broadcasting/film/video",SQL,R,7,124.00000000000006,Europe,2
Theresa Randall,42.452599388379205,28406.0,a,0,002,Davidmouth,Saint Pierre and Miquelon,True,missing,(126)838-8021,missing,employed,"Scientist, physiological",missing,Tableau,1,539.2338129496403,North America,2
Alan Wagner,42.452599388379205,142438.0,a,0,002,Port Williamtown,Nauru,False,M,(650)135-6262x6271,single,missing,Electronics engineer,Excel,R,3,539.2338129496403,Oceania,2
Jose Hutchinson,42.452599388379205,37472.0,a,0,003,Wiseville,Bermuda,True,missing,(661)174-1890x1321,married,missing,"Therapist, horticultural",missing,missing,5,539.2338129496403,North America,2
Natalie Mason,46.4,106335.0,a,0,missing,West Vanessa,Saint Helena,False,F,(198)742-7571x408,married,unemployed,"Scientist, product/process development",Python,missing,8,298.0,Unknown,2
Mary Woods,61.0,50403.0,a,0,003,East Kevinstad,Saudi Arabia,True,Other,+1-790-045-6995x82707,missing,freelancer,"Nurse, mental health",missing,R,3,797.0,Asia,2
Richard Bradshaw,42.452599388379205,109111.0,b,1,missing,New Alexis,Guatemala,True,missing,+1-014-579-8477x371,missing,freelancer,Paediatric nurse,Excel,missing,1,539.2338129496403,North America,2
Jeremy Garcia,45.2,73458.0,b,0,002,Chapmanburgh,Indonesia,False,M,421-435-3129x79442,missing,freelancer,"Scientist, audiological",SQL,PowerBI,10,270.0,Asia,2
Tyler Colon,42.452599388379205,14258.0,a,0,missing,Sanfordborough,Guadeloupe,False,missing,812-684-5773,missing,freelancer,Speech and language therapist,missing,R,2,539.2338129496403,North America,2
Suzanne Benson,53.0,38539.0,b,0,002,Burkeview,Djibouti,True,M,983-819-6595x39079,missing,unemployed,"Geologist, wellsite",Python,missing,5,124.00000000000006,Africa,2
Melissa Lee,33.2,35875.0,missing,1,missing,South Jesse,Saint Kitts and Nevis,True,missing,+1-663-033-3161x55578,single,missing,Fisheries officer,missing,R,6,372.0,North America,2
Matthew Cantu,27.0,124949.0,c,0,missing,Markbury,Saint Barthelemy,False,M,958-457-8100,missing,unemployed,"Engineer, broadcasting (operations)",Python,PowerBI,0,883.0,Unknown,2
Megan Johns,35.0,46532.0,missing,1,002,Wyattland,Panama,True,missing,001-897-834-9952x9867,missing,missing,Environmental health practitioner,missing,PowerBI,0,315.0,North America,2
Larry Boone,52.8,89466.0,missing,0,001,New Troyport,Montenegro,True,F,(913)785-0216,missing,freelancer,Restaurant manager,SQL,PowerBI,6,15.0,Europe,2
Rebecca Wolfe,38.6,16984.0,b,1,abc,Danielside,Slovenia,True,missing,571.702.0196,married,freelancer,Petroleum engineer,missing,R,3,263.0,Europe,2
Ryan Vasquez,43.0,39394.0,a,1,missing,North Heatherberg,Jordan,False,M,934-999-9258,single,missing,Animal technologist,Python,missing,9,54.0,Asia,2
Kenneth Johnson,56.0,10175.0,a,1,abc,South Lucas,Anguilla,True,missing,(014)414-3193,missing,missing,Lawyer,SQL,Tableau,10,833.0,North America,2
Lisa Smith,42.452599388379205,141395.0,b,0,missing,Daviestown,India,False,missing,6308125868,single,freelancer,Historic buildings inspector/conservation officer,Excel,PowerBI,7,539.2338129496403,Asia,2
Linda Matthews,56.0,57867.0,c,1,003,North Julie,Faroe Islands,False,M,4731770255,missing,unemployed,Retail manager,missing,R,3,609.0,Europe,2
Jacob Escobar,44.2,134526.0,c,1,missing,West Davidtown,Cook Islands,True,M,5788214561,married,missing,Building control surveyor,Python,R,7,59.0,Oceania,2
Paul Park,24.0,99428.0,c,1,missing,Ericachester,Turkmenistan,True,M,811-217-6383,single,unemployed,"Designer, jewellery",SQL,R,5,956.0,Asia,2
Vincent Simon,42.4,94842.0,c,1,abc,North Cindyview,Montserrat,True,missing,153-670-6914,missing,missing,"Surveyor, mining",missing,Tableau,1,502.0,North America,2
April Solomon,49.0,46784.0,b,1,missing,Owensfort,Zambia,True,missing,834-197-1402,missing,unemployed,English as a foreign language teacher,missing,missing,5,453.0,Africa,2
Daniel Brown,46.8,132958.0,b,1,abc,East Edward,Belize,True,M,+1-574-957-5322x205,missing,employed,Oncologist,missing,missing,9,1032.0,North America,2
Brian Palmer,42.452599388379205,29967.0,missing,0,abc,Thomasburgh,Macedonia,True,missing,001-062-517-1287x1075,single,employed,Structural engineer,SQL,missing,7,539.2338129496403,Europe,2
Thomas Holt,28.0,91742.0,b,1,missing,East Jessica,Cote d'Ivoire,False,missing,561.533.2454x116,missing,missing,Forensic scientist,SQL,PowerBI,7,607.8,Unknown,2
Dennis Proctor,45.0,122196.0,c,1,abc,Wilsonfurt,Austria,True,M,1625874472,missing,employed,Newspaper journalist,missing,missing,0,165.0,Europe,2
Misty Hawkins,48.4,59224.0,missing,0,003,Gonzalezburgh,Kenya,True,F,5394710184,missing,missing,"Psychologist, forensic",missing,missing,7,1019.0,Africa,2
Crystal Abbott,42.452599388379205,63129.0,a,0,003,Heathfurt,Gibraltar,True,missing,030-154-7629x945,missing,employed,Medical illustrator,Excel,Tableau,7,539.2338129496403,Europe,2
Nathan White,42.452599388379205,56359.0,a,1,abc,Chandlerport,Algeria,False,missing,4659005532,missing,employed,Analytical chemist,missing,PowerBI,10,539.2338129496403,Africa,2
Carl Neal,55.0,137172.0,c,0,001,Thompsonchester,Iraq,True,missing,(823)864-1952,missing,missing,Glass blower/designer,SQL,missing,2,430.8,Asia,2
Anthony Gregory,26.0,89369.0,missing,1,abc,Wyattfurt,Costa Rica,False,Other,902.677.7174x28070,missing,freelancer,Amenity horticulturist,missing,Tableau,2,593.6,North America,2
Joseph Fry,42.452599388379205,148604.0,c,0,missing,Santosfurt,Sierra Leone,False,F,+1-579-008-8262x426,missing,freelancer,"Nurse, learning disability",SQL,Tableau,8,539.2338129496403,Africa,2
Scott Richards,39.2,97337.0,missing,0,missing,Riversfurt,Azerbaijan,True,missing,463.186.6895,missing,employed,Claims inspector/assessor,missing,PowerBI,0,149.0,Asia,2
Ashley Nelson,27.0,47188.0,b,1,002,West Rita,Dominican Republic,True,Other,(045)747-6511x94640,single,freelancer,Farm manager,missing,PowerBI,9,79.99999999999994,North America,2
Juan Fisher,46.8,106944.0,a,0,missing,South Richardland,Gambia,True,M,+1-320-725-9686x34565,missing,missing,"Doctor, general practice",Python,missing,0,1031.0,Africa,2
Danielle Curtis MD,49.0,121146.0,a,0,missing,Lowefort,Mexico,False,F,+1-815-137-1750x5855,missing,unemployed,Control and instrumentation engineer,Excel,Tableau,2,449.0,North America,2
Briana Bennett,50.0,78167.0,missing,1,002,Simmonsstad,Bouvet Island (Bouvetoya),False,missing,356.060.4497x8657,single,freelancer,Recycling officer,missing,Tableau,0,691.8,Unknown,2
Melissa Stein,44.2,83945.0,missing,0,missing,Stevensmouth,Malta,True,M,+1-775-988-3016x5161,missing,missing,Museum education officer,SQL,Tableau,8,808.0,Europe,2
Theresa Harper,50.0,110753.0,b,0,002,Hillberg,Macao,False,Other,+1-060-230-3910x6526,missing,freelancer,Geographical information systems officer,SQL,missing,8,691.8,Asia,2
Jared Brown,39.8,95703.0,missing,0,missing,Lake Maryport,Estonia,False,M,+1-223-330-1884x53651,missing,missing,"Therapist, nutritional",Excel,missing,4,487.0,Europe,2
Alyssa Hernandez,43.8,103293.0,missing,0,abc,Port Miguelberg,Lithuania,True,M,(263)386-8769x1016,married,freelancer,Radiation protection practitioner,missing,PowerBI,1,1011.0,Europe,2
Jeffrey Burgess,44.8,60255.0,a,1,001,Janicechester,Brunei Darussalam,False,missing,(736)661-7119,missing,employed,Civil Service administrator,SQL,PowerBI,7,603.0,Asia,2
Wayne Davenport,39.0,51659.0,b,0,001,East Bradley,Tunisia,False,Other,140-279-0742x51884,missing,missing,"Programmer, applications",missing,missing,5,524.0,Africa,2
Michael Marks,45.0,21577.0,a,1,003,East Bobby,Trinidad and Tobago,True,Other,(778)069-3239,missing,missing,"Producer, radio",Excel,R,7,1069.0,North America,2
Sarah Trujillo,37.8,144845.0,a,0,missing,Lake Brianport,Bermuda,True,missing,062-882-4491x637,married,freelancer,Regulatory affairs officer,Python,PowerBI,8,306.0,North America,2
Cindy Diaz,27.0,108306.0,missing,0,001,New Jasonfort,Trinidad and Tobago,True,F,118-615-1765x29847,missing,unemployed,Magazine features editor,missing,missing,2,660.0,North America,2
Cindy Cooper,29.0,55941.0,b,0,missing,North Joshuafort,Palau,True,missing,001-888-014-8928x749,single,freelancer,Chiropodist,Excel,R,1,584.8,Oceania,2
Kayla Hall,42.452599388379205,98621.0,c,0,001,Timothychester,Fiji,True,missing,(734)973-2557,married,freelancer,Television camera operator,missing,missing,5,539.2338129496403,Oceania,2
Timothy Phillips,42.452599388379205,100549.0,c,1,002,West Angela,Iceland,True,Other,526.957.2138,married,missing,"Conservation officer, historic buildings",Python,R,2,539.2338129496403,Europe,2
Jeremy Arnold,42.452599388379205,99041.0,b,0,missing,North Douglasberg,Pitcairn Islands,True,F,186-983-7664,single,freelancer,Retail banker,SQL,missing,3,539.2338129496403,Unknown,2
Matthew Murray,46.2,9883.0,missing,1,missing,Lake Matthew,Korea,True,missing,(475)798-5082x18803,single,missing,Housing manager/officer,Python,missing,8,292.0,Unknown,2
Janet Jones,59.0,81283.0,c,0,missing,Port Christina,Ghana,True,missing,001-338-029-7939x7906,single,unemployed,Lawyer,missing,Tableau,8,981.0,Africa,2
John Chen,46.0,43325.0,missing,0,001,East Joseph,Guatemala,False,missing,+1-269-075-4313x95971,single,freelancer,Geographical information systems officer,Python,Tableau,0,921.0,North America,2
Sherry Hunt,43.6,124182.0,a,1,missing,Gibbston,Pakistan,True,M,+1-368-271-1254x7945,missing,freelancer,Chemical engineer,missing,missing,9,591.0,Asia,2
Brittany Barton,42.452599388379205,25404.0,missing,1,abc,Flemingchester,Bolivia,False,missing,004-736-5839,missing,freelancer,"Social research officer, government",missing,missing,9,539.2338129496403,South America,2
Veronica Gill,50.0,25208.0,missing,1,002,Gordonbury,Taiwan,False,F,(597)279-8990x9177,missing,missing,"Engineer, manufacturing systems",Excel,Tableau,6,691.8,Asia,2
Benjamin Mcdonald,64.0,130572.0,a,0,002,Normanmouth,Yemen,True,M,920.135.6657x8950,single,unemployed,Secondary school teacher,missing,missing,2,605.2,Asia,2
Kristin Myers,40.2,43499.0,a,0,003,Rileyside,Peru,False,missing,455.512.1257,single,freelancer,Intelligence analyst,Excel,Tableau,7,229.0,South America,2
Zachary Ward,39.0,112680.0,c,0,002,Williamschester,Algeria,True,F,(717)306-9986,missing,missing,Health promotion specialist,missing,missing,1,645.0,Africa,2
Patrick Taylor,39.8,58044.0,missing,0,missing,Lake Staceyfort,Chad,True,F,001-100-485-6301,single,unemployed,"Engineer, automotive",missing,missing,9,499.0,Africa,2
Timothy Vincent,33.2,39164.0,missing,1,missing,New Nicolebury,Somalia,True,missing,001-830-472-8760x2910,missing,employed,Learning disability nurse,missing,missing,3,355.0,Africa,2
Laura Fisher,42.452599388379205,30615.0,missing,0,003,West Steven,Turks and Caicos Islands,True,F,3960937901,missing,missing,Paediatric nurse,missing,missing,4,539.2338129496403,North America,2
Derek Hall,50.2,35888.0,missing,1,abc,Robersonfort,Austria,False,Other,001-951-040-7117x4490,missing,employed,Magazine journalist,SQL,missing,10,1040.0,Europe,2
Joseph Stephens,42.452599388379205,100851.0,b,1,002,Cainberg,Guinea,True,missing,(182)181-3733x02951,missing,unemployed,Barrister's clerk,Python,missing,8,539.2338129496403,Africa,2
Rachel Miller,42.452599388379205,109367.0,c,1,missing,Clementston,Cook Islands,False,missing,876.985.4025,married,employed,"Engineer, manufacturing systems",SQL,missing,6,539.2338129496403,Oceania,2
John Smith,39.0,6386.0,b,0,abc,Juanmouth,Uruguay,True,M,+1-066-471-7226,missing,unemployed,Arboriculturist,Python,PowerBI,9,580.0,South America,2
Donna Booker,42.452599388379205,141578.0,b,0,001,Davidbury,Mexico,False,missing,(098)198-5247,single,unemployed,Equality and diversity officer,missing,R,3,539.2338129496403,North America,2
Dean French,42.452599388379205,49428.0,a,0,002,West Bruce,Tunisia,True,F,400-805-9094,missing,missing,Product/process development scientist,Python,missing,6,539.2338129496403,Africa,2
Luis Hart,49.6,22987.0,b,0,003,Thomasside,Faroe Islands,True,Other,8425660681,married,missing,Medical sales representative,SQL,missing,6,428.0,Europe,2
Mrs. Sarah Mcdaniel DDS,39.2,32909.0,missing,1,missing,Elizabethville,Netherlands,True,Other,766-863-5284x965,missing,missing,Geographical information systems officer,missing,R,7,151.99999999999994,Europe,2
Karen Raymond,39.6,125284.0,missing,0,001,North Christopherburgh,Micronesia,True,M,011-415-7085,single,missing,Surgeon,SQL,Tableau,5,532.0,Oceania,2
Adrian Hanna,42.452599388379205,74035.0,a,1,001,Alexisland,Hungary,True,Other,(189)005-5327,married,missing,Chief Executive Officer,Python,R,3,539.2338129496403,Europe,2
Nina Ochoa,35.0,57341.0,a,0,003,South Amy,Finland,False,F,(560)803-4581x78260,married,missing,Land,Python,Tableau,1,935.0,Europe,2
Eric Stone,42.452599388379205,146944.0,a,0,003,Alexanderport,Aruba,True,missing,249-540-4415x238,missing,missing,Barista,SQL,missing,4,539.2338129496403,North America,2
Eric Carter,42.8,115933.0,missing,0,001,West Angela,Peru,True,missing,538-592-4961,married,missing,"Administrator, sports",Excel,missing,7,69.0,South America,2
Kevin Burns,62.0,104464.0,b,0,003,Williamsfurt,Chad,True,F,702-194-3102x015,missing,unemployed,"Scientist, research (life sciences)",Python,missing,9,954.0,Africa,2
Cameron Prince,41.0,114862.0,c,0,abc,Laurenland,Burkina Faso,True,missing,+1-955-312-6024x46840,married,missing,Dealer,SQL,PowerBI,4,479.6,Africa,2
Valerie Leblanc,42.452599388379205,44203.0,missing,1,002,Port Michael,Puerto Rico,True,missing,510.705.1257x506,missing,missing,"Solicitor, Scotland",Python,R,8,539.2338129496403,North America,2
Susan Harrison,44.8,20738.0,a,1,abc,South Julietown,Slovenia,True,missing,001-141-162-7345x65805,missing,freelancer,Forensic scientist,Python,R,8,603.0,Europe,2
Jessica Rodriguez,37.8,97036.0,a,0,missing,Lake Matthew,Macao,False,Other,(531)550-3786,missing,missing,Quarry manager,missing,missing,1,140.0,Asia,2
Heather Martin,42.452599388379205,42971.0,c,0,abc,South Tammychester,Fiji,True,M,4176291195,married,freelancer,"Education officer, community",SQL,R,5,539.2338129496403,Oceania,2
Stacey Young,37.0,108666.0,b,0,003,Port Lauren,Pakistan,True,missing,714.014.7604x7511,married,employed,Medical illustrator,SQL,Tableau,10,551.0,Asia,2
William Morgan,39.2,109083.0,b,1,001,South Michaelafort,Palestinian Territory,True,missing,(561)306-1320x48036,single,missing,"Production assistant, television",missing,PowerBI,1,938.0,Unknown,2
Nicholas Fisher,57.0,107195.0,b,0,002,New Jeffreyfurt,Poland,True,missing,(327)141-8525x9062,married,unemployed,Materials engineer,missing,Tableau,0,761.0,Europe,2
